ensg	target_id	pval	qval	b
ENSG00000152766	ANKRD22	4.01229419274822e-05	0.0111188152629548	1.84624167462123
ENSG00000088812	ATRN	3.97318554256665e-05	0.0111188152629548	0.605993934841773
ENSG00000147883	CDKN2B	4.15280546521163e-05	0.0113163948927017	-1.529182123903
ENSG00000047648	ARHGAP6	4.52503883312294e-05	0.012128587692059	-1.1766471467189
ENSG00000129277	CCL4	4.62154777071306e-05	0.0121874687179288	1.23998553056625
ENSG00000168542	COL3A1	4.81557562837068e-05	0.012204081170978	-1.27121424174435
ENSG00000164591	MYOZ3	4.91689174918194e-05	0.012204081170978	-2.12973347587049
ENSG00000196263	ZNF471	4.78257816828006e-05	0.012204081170978	-0.887851385956739
ENSG00000077942	FBLN1	4.92641808736726e-05	0.012204081170978	-1.77512308547753
ENSG00000178187	ZNF454	5.18659750184108e-05	0.0126568461425525	-1.43230845309105
ENSG00000198721	ECI2	5.5037793235693e-05	0.0126741960479378	0.66629296382531
ENSG00000004846	ABCB5	5.47537709441825e-05	0.0126741960479378	-2.3375117677562
ENSG00000158352	SHROOM4	5.35021147112269e-05	0.0126741960479378	-0.965411144036806
ENSG00000164949	GEM	5.46124465740346e-05	0.0126741960479378	-1.138689694561
ENSG00000268668	SHROOM4	5.35021147112269e-05	0.0126741960479378	-0.965411144036806
ENSG00000198729	PPP1R14C	5.65173746777838e-05	0.0128321098439645	-2.84577025619366
ENSG00000186868	MAPT	5.72932121473644e-05	0.0128321098439645	-1.88973879869037
ENSG00000152465	NMT2	6.21118126033831e-05	0.0133622123166489	0.621755985209433
ENSG00000108179	PPIF	6.13914341671075e-05	0.0133622123166489	0.700407309957472
ENSG00000100842	EFS	6.18315137787508e-05	0.0133622123166489	-1.693840781096
ENSG00000158321	AUTS2	6.39998238805004e-05	0.0135895729928076	-0.962206059320593
ENSG00000100075	SLC25A1	6.69334179905227e-05	0.0140302741557057	0.550926893452665
ENSG00000268928	SLC25A1	6.69334179905227e-05	0.0140302741557057	0.550926893452665
ENSG00000163909	HEYL	7.01230102684093e-05	0.0145128002264366	-1.0566915973572
ENSG00000100522	GNPNAT1	7.3492100012376e-05	0.0150199479400293	0.768536066901064
ENSG00000180354	MTURN	8.03984151818215e-05	0.0162285689904047	-0.968958427035967
ENSG00000117600	LPPR4	8.48270423131527e-05	0.016913684656342	-1.54303506329745
ENSG00000143891	GALM	9.27064327094642e-05	0.0180732286505729	0.714421184916811
ENSG00000106571	GLI3	9.2853284810283e-05	0.0180732286505729	-1.07739196113167
ENSG00000130595	TNNT3	9.40300683760445e-05	0.0180869602111568	-3.51967881347538
ENSG00000158270	COLEC12	9.7421984414639e-05	0.018521505176504	-1.22058352957679
ENSG00000145861	C1QTNF2	9.96273217558947e-05	0.0185891485254779	-1.60434757150862
ENSG00000095587	TLL2	0.000100051686253337	0.0185891485254779	-1.62829842102605
ENSG00000167535	CACNB3	0.000108141275225801	0.0195691252600518	-0.862755748718634
ENSG00000172458	IL17D	0.000108916843955029	0.0195691252600518	-1.8906983178278
ENSG00000128284	APOL3	0.000108441666905467	0.0195691252600518	0.835284331730241
ENSG00000180447	GAS1	0.000112996587806	0.0200814588111751	-1.72342730427358
ENSG00000172201	ID4	0.000120581113397702	0.0209734170643875	-1.76428220339049
ENSG00000259479	CTD-2008A1.2	0.00012046795763095	0.0209734170643875	1.3461439882752
ENSG00000205090	TMEM240	0.000122140286900962	0.0210209862192708	-1.61688668878813
ENSG00000116741	RGS2	0.000129799272670192	0.0215858783816448	-0.971536673567754
ENSG00000163485	ADORA1	0.000128071777606331	0.0215858783816448	-2.12771033104583
ENSG00000169245	CXCL10	0.000129926780450682	0.0215858783816448	1.69021260713578
ENSG00000165633	VSTM4	0.000135604883736463	0.0215858783816448	-1.15034248060471
ENSG00000224982	TMEM233	0.000134837030743586	0.0215858783816448	-1.3222472721974
ENSG00000080823	MOK	0.000132093912053986	0.0215858783816448	1.09930673893484
ENSG00000140853	NLRC5	0.000135984432618313	0.0215858783816448	0.783212021602483
ENSG00000168646	AXIN2	0.000134244157598619	0.0215858783816448	-1.2575236058854
ENSG00000137672	TRPC6	0.000137589350908865	0.0216306335323072	-1.35344012029234
ENSG00000175084	DES	0.000144116533825934	0.022316957872659	-3.78033956612757
ENSG00000108947	EFNB3	0.000144684864495526	0.022316957872659	-2.08027778804486
ENSG00000184451	CCR10	0.000146848598362797	0.0224390147965582	-1.43458976859615
ENSG00000162738	VANGL2	0.000157719075819502	0.0238769156448968	-1.85523798132374
ENSG00000155011	DKK2	0.000165274286793854	0.024248445087295	-1.72865780856006
ENSG00000197653	DNAH10	0.000166618108031514	0.024248445087295	-1.50239362874048
ENSG00000073060	SCARB1	0.000169071727214167	0.024248445087295	1.130828901667
ENSG00000100033	PRODH	0.000165407790831014	0.024248445087295	-2.11560948736876
ENSG00000240755	ERLEC1P1	0.000167973534559429	0.024248445087295	-1.67376812998635
ENSG00000262630	AC012314.2	0.000164934832329882	0.024248445087295	-2.51406428059777
ENSG00000105357	MYH14	0.000171144666351283	0.0243323069116825	-2.95625409052075
ENSG00000102683	SGCG	0.000174597097435287	0.0246091598540254	-2.88833503125259
ENSG00000162493	PDPN	0.000177127978155551	0.0247524995114809	-2.02162265160167
ENSG00000117215	PLA2G2D	0.0001858232715342	0.0253184207465348	2.02766494773136
ENSG00000173947	PIFO	0.000184482434704024	0.0253184207465348	-1.74730573121316
ENSG00000152402	GUCY1A2	0.000185348099101518	0.0253184207465348	-1.18236993702333
ENSG00000110328	GALNT18	0.000189375511387089	0.0253794230424501	-0.968309576062034
ENSG00000072042	RDH11	0.000188976132033459	0.0253794230424501	0.523764945033091
ENSG00000160752	FDPS	0.000195798895880446	0.0258170318358492	0.509624772312453
ENSG00000086289	EPDR1	0.000195370922188507	0.0258170318358492	-1.35959622173395
ENSG00000117151	CTBS	0.000206754249189144	0.0265304627617225	0.550596769903992
ENSG00000081026	MAGI3	0.000209322917202582	0.0265304627617225	-0.816433706663409
ENSG00000026751	SLAMF7	0.000203420258133777	0.0265304627617225	1.54759952702253
ENSG00000144354	CDCA7	0.000206730878803046	0.0265304627617225	-1.22444372217373
ENSG00000101955	SRPX	0.000209222162926473	0.0265304627617225	-1.22084025634183
ENSG00000138709	LARP1B	0.000217835002719899	0.0266725837655761	0.568593290784536
ENSG00000146085	MUT	0.000215548117323386	0.0266725837655761	0.52248500386926
ENSG00000178445	GLDC	0.000215764047677775	0.0266725837655761	1.63771932476351
ENSG00000159387	IRX6	0.000212386196809346	0.0266725837655761	-2.23121217060201
ENSG00000099977	DDT	0.000218600992329492	0.0266725837655761	0.63918947328875
ENSG00000106976	DNM1	0.000220995680558071	0.0267650324231441	-1.01474714035952
ENSG00000070193	FGF10	0.00022342436525828	0.0268602086174476	-2.54882317534892
ENSG00000162373	BEND5	0.000226489331794722	0.0270298357531985	-1.66503618405287
ENSG00000169715	MT1E	0.000228141732962776	0.0270298357531985	1.20501399014159
ENSG00000097007	ABL1	0.000234504131980827	0.0273867325563323	-0.504786306214326
ENSG00000166961	MS4A15	0.000234096368054911	0.0273867325563323	-1.84429349784319
ENSG00000143418	CERS2	0.000247185122404655	0.0280658107730286	0.515926482333849
ENSG00000151617	EDNRA	0.000245617704553677	0.0280658107730286	-1.17585720662282
ENSG00000165821	SALL2	0.000244906510332525	0.0280658107730286	-1.20250924857919
ENSG00000167554	ZNF610	0.000246007082131342	0.0280658107730286	-0.857194125172342
ENSG00000120051	CCDC147	0.000250960951544186	0.0281041887516947	-1.40286199121358
ENSG00000101306	MYLK2	0.000250281202768594	0.0281041887516947	-2.48783893821622
ENSG00000123836	PFKFB2	0.000254942504532301	0.0283558499938988	-0.79820851682599
ENSG00000126351	THRA	0.000270684641662756	0.0299033371026085	-0.576654380889674
ENSG00000118407	FILIP1	0.000272654377601566	0.0299187857301047	-1.27375112507015
ENSG00000128050	PAICS	0.000276400070574903	0.03003378155022	0.507885154980349
ENSG00000229474	PATL2	0.000277376208812429	0.03003378155022	1.2643493963658
ENSG00000242441	GTF2A1L	0.000305341707368463	0.0328443218123314	-1.46074988243093
ENSG00000138356	AOX1	0.000323202023585391	0.034313981075462	2.40710760449328
ENSG00000073464	CLCN4	0.000322137284677981	0.034313981075462	-1.13981259559081
ENSG00000163827	LRRC2	0.000332822777935052	0.0344408380964436	-1.58607736678431
ENSG00000138755	CXCL9	0.00033271006685934	0.0344408380964436	1.97818004587628
ENSG00000089692	LAG3	0.000327278514824686	0.0344408380964436	1.52975847928167
ENSG00000188176	SMTNL2	0.000331876683444627	0.0344408380964436	-2.37266781245112
ENSG00000184992	BRI3BP	0.000361288409455001	0.0371513553118822	0.532112489590166
ENSG00000169760	NLGN1	0.000380145578576032	0.0379782260151583	-1.78945380879035
ENSG00000169271	HSPB3	0.000394802835230476	0.0379782260151583	-3.00475031179744
ENSG00000126870	WDR60	0.000394880637466478	0.0379782260151583	-0.54804425435482
ENSG00000106992	AK1	0.000382613506514891	0.0379782260151583	-0.766269962393478
ENSG00000177098	SCN4B	0.000381002704498077	0.0379782260151583	-1.61633670540082
ENSG00000168282	MGAT2	0.00038577747291746	0.0379782260151583	0.486444321745559
ENSG00000108468	CBX1	0.000391562472958572	0.0379782260151583	-0.502764648785142
ENSG00000101310	SEC23B	0.000389183040637917	0.0379782260151583	0.49234206500188
ENSG00000124225	PMEPA1	0.000378611337259726	0.0379782260151583	-1.39261608548775
ENSG00000105520	DKFZP761J1410	0.000392904283109053	0.0379782260151583	-0.839623626877063
ENSG00000184702	SEPT5	0.000380672485138041	0.0379782260151583	-1.20308548794347
ENSG00000120594	PLXDC2	0.00040805255247357	0.0390155510698414	-0.99468792071471
ENSG00000117395	EBNA1BP2	0.000430818530207938	0.0402761988001018	0.486111019354489
ENSG00000196208	GREB1	0.000454662974170283	0.0402761988001018	-1.29621457282636
ENSG00000114054	PCCB	0.00042914755250047	0.0402761988001018	0.516720628479974
ENSG00000153989	NUS1	0.000440222442422493	0.0402761988001018	0.480550150807523
ENSG00000243335	KCTD7	0.000455961976364962	0.0402761988001018	-0.536867197842679
ENSG00000224940	PRRT4	0.000445617949516946	0.0402761988001018	-2.1356237266651
ENSG00000101974	ATP11C	0.000426464469998027	0.0402761988001018	0.594108670682266
ENSG00000147955	SIGMAR1	0.000432631748749244	0.0402761988001018	0.534029186724698
ENSG00000148357	HMCN2	0.000457174931943717	0.0402761988001018	-2.10864401570736
ENSG00000077943	ITGA8	0.000448431179223246	0.0402761988001018	-1.40639490308036
ENSG00000129009	ISLR	0.000453375159311492	0.0402761988001018	-1.41842964940034
ENSG00000076351	SLC46A1	0.000458187949652534	0.0402761988001018	0.815201629314962
ENSG00000129270	MMP28	0.000451005942224917	0.0402761988001018	-1.15365925662621
ENSG00000131759	RARA	0.000437777696870629	0.0402761988001018	-0.653948362128643
ENSG00000100302	RASD2	0.00045366785703072	0.0402761988001018	-1.23135165280473
ENSG00000271447	MMP28	0.000451005942224917	0.0402761988001018	-1.15365925662621
ENSG00000269324	HMCN2	0.000457174931943717	0.0402761988001018	-2.10864401570736
ENSG00000262186	SLC46A1	0.000458187949652534	0.0402761988001018	0.815201629314962
ENSG00000116132	PRRX1	0.000469163444995835	0.0402960775012382	-1.46349883398129
ENSG00000003137	CYP26B1	0.000472881806530489	0.0402960775012382	-1.5327200066426
ENSG00000153563	CD8A	0.000473201644051237	0.0402960775012382	1.58986353818673
ENSG00000152580	IGSF10	0.000472647820698476	0.0402960775012382	-2.03414208648158
ENSG00000188517	COL25A1	0.000470899608709702	0.0402960775012382	-1.89201283018404
ENSG00000175445	LPL	0.000471477638541161	0.0402960775012382	-1.99689451157332
ENSG00000214290	COLCA2	0.000478213251819764	0.0405118480168556	-1.57173955127385
ENSG00000165609	NUDT5	0.000486587109517948	0.04100875897226	0.488933435707005
ENSG00000106819	ASPN	0.000492730869562342	0.0413135882940733	-1.81068635473094
ENSG00000154133	ROBO4	0.000511019804635912	0.0426284377846794	-0.972205965662034
ENSG00000184156	KCNQ3	0.000515153863054627	0.0427551556393053	-1.36048325185715
ENSG00000106483	SFRP4	0.000523433268871534	0.0432228987174221	-2.16611113171061
ENSG00000106078	COBL	0.000528587529350682	0.0434291764064505	-2.09570613962117
ENSG00000077274	CAPN6	0.000547317501516099	0.0443002037118229	-3.24629060074294
ENSG00000149599	DUSP15	0.000545125674643015	0.0443002037118229	-1.50477280620755
ENSG00000161643	SIGLEC16	0.000543539338212394	0.0443002037118229	1.2632333576777
ENSG00000012223	LTF	0.000572765033289591	0.0459054328151217	-1.7230850274652
ENSG00000025772	TOMM34	0.000570256019244107	0.0459054328151217	0.571571813406894
ENSG00000188993	LRRC66	0.000586317602280127	0.0463278449914906	-1.33515657977553
ENSG00000089012	SIRPG	0.000584180412754174	0.0463278449914906	1.35546061698828
ENSG00000172346	CSDC2	0.000586536019158321	0.0463278449914906	-2.05047113732243
ENSG00000155966	AFF2	0.000604374936424794	0.0473357971614429	-1.76028839673335
ENSG00000171045	TSNARE1	0.000605087560045356	0.0473357971614429	-0.730211683574413
ENSG00000269754	AFF2	0.000604374936424794	0.0473357971614429	-1.76028839673335
ENSG00000034971	MYOC	0.000614958233233413	0.0476519768405986	-2.00475827332271
ENSG00000242419	PCDHGC4	0.000613301495154126	0.0476519768405986	-1.34944141784439
ENSG00000183019	C19orf59	0.000622084890156984	0.0479768299720127	-1.90675475665285
ENSG00000117118	SDHB	0.000636266859561821	0.0486119773543728	0.471324699964422
ENSG00000105374	NKG7	0.000636256859077133	0.0486119773543728	1.15851877650942
ENSG00000177791	MYOZ1	0.000645906223983693	0.0491189151727134	-3.13829504798411
ENSG00000079308	TNS1	0.000648968602074149	0.0491233177958904	-0.744527912143174
ENSG00000115415	STAT1	0.000656730250744684	0.049414744720459	0.793782108383531
ENSG00000132932	ATP8A2	0.000658863262939454	0.049414744720459	-1.29039613653174
ENSG00000198908	BHLHB9	0.000675468226892488	0.0504287922816995	-0.698295768868113
ENSG00000139921	TMX1	0.000682907017029362	0.0507524078565003	0.464941728710107
ENSG00000243232	PCDHAC2	0.000693815571171535	0.0513297945187991	-1.80871045155518
ENSG00000272548	PCDHAC2	0.000693815571171535	0.0513297945187991	-1.80871045155518
ENSG00000185345	PARK2	0.00070753413310027	0.0516931234470831	-1.13517638925435
ENSG00000255690	AC005013.1	0.000706643018778886	0.0516931234470831	-1.37693228630921
ENSG00000125966	MMP24	0.00070821159951967	0.0516931234470831	-1.60902630907519
ENSG00000050628	PTGER3	0.00072052712601761	0.0521266305769377	-1.87773469198491
ENSG00000048740	CELF2	0.000719920206777933	0.0521266305769377	-0.841606877226045
ENSG00000172116	CD8B	0.000742516428431267	0.0534808088319437	1.46940192251798
ENSG00000011201	KAL1	0.00075632729421781	0.0542366283353561	-1.40606027516462
ENSG00000260357	DNM1P34	0.000777730518113212	0.0555279212714018	-1.26979318022679
ENSG00000189367	KIAA0408	0.000798754165127181	0.0565351974018589	-1.40008110894922
ENSG00000198932	GPRASP1	0.00079648345578208	0.0565351974018589	-0.900093465238834
ENSG00000144868	TMEM108	0.000816909870424103	0.0575710188854917	-1.7592115179483
ENSG00000134020	PEBP4	0.000829011433635694	0.058173119913921	-2.21905091152777
ENSG00000135778	NTPCR	0.000840609457945115	0.0582848546424243	-0.549718842837918
ENSG00000157833	GAREML	0.000848427853510519	0.0582848546424243	-0.668883176127798
ENSG00000164093	PITX2	0.000843167497238839	0.0582848546424243	-2.59359705778938
ENSG00000100911	PSME2	0.000845318692628886	0.0582848546424243	0.59271965884886
ENSG00000109099	PMP22	0.000840264895226503	0.0582848546424243	-0.981679509160101
ENSG00000140263	SORD	0.000854451070761383	0.0583050282165862	1.02459640842222
ENSG00000177294	FBXO39	0.000855853625197596	0.0583050282165862	-1.32902713934001
ENSG00000121904	CSMD2	0.00088652150936239	0.0593048827068734	-1.70986671139372
ENSG00000171155	C1GALT1C1	0.000881548963881784	0.0593048827068734	0.466040578646776
ENSG00000148180	GSN	0.000887969617206361	0.0593048827068734	-0.783310706299013
ENSG00000139567	ACVRL1	0.000888666438115229	0.0593048827068734	-0.933369769386251
ENSG00000213853	EMP2	0.000875126972291975	0.0593048827068734	-0.951051884498201
ENSG00000185008	ROBO2	0.000895286297485442	0.0595037844060446	-2.01890304741247
ENSG00000162654	GBP4	0.000933115559551003	0.0605812694496505	0.892603770167992
ENSG00000170382	LRRN2	0.000917900645722702	0.0605812694496505	-2.26171494017741
ENSG00000138764	CCNG2	0.000936378711024175	0.0605812694496505	-0.564113427188187
ENSG00000145850	TIMD4	0.00093155163562819	0.0605812694496505	1.86748853584103
ENSG00000120149	MSX2	0.000927965340444407	0.0605812694496505	-1.77977979224691
ENSG00000107485	GATA3	0.000937434933991533	0.0605812694496505	1.37354774923257
ENSG00000142149	HUNK	0.000928327220103289	0.0605812694496505	-1.21659034286617
ENSG00000148429	USP6NL	0.000944879354460043	0.0608219584465422	0.490591396444904
ENSG00000168754	FAM178B	0.000949980770322005	0.0609105317441756	-1.4911045354556
ENSG00000148120	C9orf3	0.000954639621717962	0.0609701477151902	-0.847842528272871
ENSG00000225151	GOLGA2P7	0.00097064030217356	0.061750851908707	-0.804490064932862
ENSG00000144857	BOC	0.000979126724967456	0.0617986471793432	-0.908246799886462
ENSG00000095713	CRTAC1	0.000982730780833592	0.0617986471793432	-2.67466374839089
ENSG00000176490	DIRAS1	0.000978461030313033	0.0617986471793432	-1.63214860397019
ENSG00000118985	ELL2	0.00101059756544605	0.0632523728286035	0.890789416454873
ENSG00000089472	HEPH	0.00101358542392013	0.0632523728286035	-1.61929384744973
ENSG00000084070	SMAP2	0.00102543390344628	0.0633774813577877	0.470248318094739
ENSG00000175928	LRRN1	0.00102147905223013	0.0633774813577877	-2.30039880678206
ENSG00000181847	TIGIT	0.00103640928525906	0.0633774813577877	1.21824884714453
ENSG00000241058	NSUN6	0.00102751242054854	0.0633774813577877	0.723143403419186
ENSG00000204740	MALRD1	0.00103884801247016	0.0633774813577877	-1.80600583446613
ENSG00000008441	NFIX	0.00103427338910736	0.0633774813577877	-0.776083060808831
ENSG00000172819	RARG	0.00105483667422778	0.0641136788982311	-0.778943079822792
ENSG00000174255	ZNF80	0.00107933769120947	0.0642105395809174	1.306031155923
ENSG00000183690	EFHC2	0.00106572307007231	0.0642105395809174	-1.194850450685
ENSG00000197724	PHF2	0.00107894511105934	0.0642105395809174	-0.44821463029681
ENSG00000155265	GOLGA7B	0.00107480128339091	0.0642105395809174	-1.47195684231406
ENSG00000269783	GOLGA7B	0.00107480128339091	0.0642105395809174	-1.47195684231406
ENSG00000139193	CD27	0.00106708571823986	0.0642105395809174	1.44147688130644
ENSG00000166562	SEC11C	0.00107999378500014	0.0642105395809174	0.809320003427251
ENSG00000141293	SKAP1	0.00109743582073377	0.0650111437282506	1.1007065187969
ENSG00000157766	ACAN	0.00111088993349149	0.0655705791068083	-2.14637736329131
ENSG00000116704	SLC35D1	0.0011586951423181	0.0674187387078323	0.602952539367464
ENSG00000133401	PDZD2	0.00115503819596672	0.0674187387078323	-1.0042821044869
ENSG00000148672	GLUD1	0.00115439904123854	0.0674187387078323	0.48586668885587
ENSG00000161682	FAM171A2	0.00115052615239746	0.0674187387078323	-1.1816455958336
ENSG00000187068	C3orf70	0.00118842783635818	0.0679450674251986	-0.982715654055389
ENSG00000197903	HIST1H2BK	0.00118624815368299	0.0679450674251986	0.752515666685515
ENSG00000164916	FOXK1	0.00119267488385517	0.0679450674251986	-0.530178228953664
ENSG00000198759	EGFL6	0.00119172072228883	0.0679450674251986	-1.95804030471654
ENSG00000102316	MAGED2	0.00118626351456644	0.0679450674251986	-0.648833369899381
ENSG00000134917	ADAMTS8	0.0011866452393682	0.0679450674251986	-1.96062039961269
ENSG00000010932	FMO1	0.00121618673053681	0.0687976828493299	-1.76139670997599
ENSG00000137364	TPMT	0.00122303974908547	0.0687976828493299	0.512068376078848
ENSG00000183032	SLC25A21	0.00121680035660802	0.0687976828493299	1.22618054169482
ENSG00000186326	RGS9BP	0.00122447252043761	0.0687976828493299	-1.27790868122447
ENSG00000166833	NAV2	0.00123530522561937	0.0691686316399889	-0.822200604057478
ENSG00000171492	LRRC8D	0.00125858591937925	0.0695500540530324	0.608480052928896
ENSG00000137558	PI15	0.0012583096004471	0.0695500540530324	-2.13517441040025
ENSG00000180628	PCGF5	0.00125913247704572	0.0695500540530324	0.477642018147611
ENSG00000205476	CCDC85C	0.00125467899414339	0.0695500540530324	0.872426525360589
ENSG00000196465	MYL6B	0.00129409261959428	0.0712404522907964	-0.722837188251298
ENSG00000138759	FRAS1	0.00130277270931146	0.0713521566499409	-1.68705824902591
ENSG00000125744	RTN2	0.00130484983720687	0.0713521566499409	-0.931997422069422
ENSG00000164694	FNDC1	0.00131876397557623	0.0718619172182023	-2.00013046556538
ENSG00000012822	CALCOCO1	0.00132430639743101	0.0718619172182023	-0.482527326695393
ENSG00000074695	LMAN1	0.00132735773699676	0.0718619172182023	0.495538118313689
ENSG00000060656	PTPRU	0.00135678681399309	0.0720756295539935	-1.18450824017973
ENSG00000143847	PPFIA4	0.00137538816029639	0.0720756295539935	-1.75781003041754
ENSG00000123610	TNFAIP6	0.0013371107963007	0.0720756295539935	-1.51839151669794
ENSG00000206384	COL6A6	0.00136225536388336	0.0720756295539935	-2.34620111462308
ENSG00000170162	VGLL2	0.0013522111478746	0.0720756295539935	-3.24968125997235
ENSG00000102226	USP11	0.00134889736653304	0.0720756295539935	-0.459755377348258
ENSG00000185222	WBP5	0.00137237913193587	0.0720756295539935	-0.635526214490171
ENSG00000183779	ZNF703	0.00136681221929179	0.0720756295539935	-0.968678309329853
ENSG00000186111	PIP5K1C	0.00136575971337447	0.0720756295539935	-0.566685702452681
ENSG00000051128	HOMER3	0.00136461061992245	0.0720756295539935	-0.628789901998052
ENSG00000129116	PALLD	0.00142671356414412	0.0733802226300607	-0.881045179517526
ENSG00000104369	JPH1	0.00142510019290639	0.0733802226300607	-1.98521263253576
ENSG00000165282	PIGO	0.00141801385671211	0.0733802226300607	0.465081301623646
ENSG00000197168	NEK5	0.00140543077384957	0.0733802226300607	-1.38404142704634
ENSG00000187097	ENTPD5	0.00143169975651311	0.0733802226300607	0.689579237784428
ENSG00000125733	TRIP10	0.00141785381964576	0.0733802226300607	-0.615496467632049
ENSG00000187266	EPOR	0.00142894511202367	0.0733802226300607	-0.544627600044736
ENSG00000129422	MTUS1	0.00144443086170287	0.0737965242321895	-0.744432842586977
ENSG00000004776	HSPB6	0.00144884919134757	0.0737965242321895	-1.78015727964189
ENSG00000182749	PAQR7	0.00145488971721003	0.0738257995069596	0.484575901063657
ENSG00000143995	MEIS1	0.00145845463246165	0.0738257995069596	-0.819682222045969
